ImageID,Image,Description,Keywords
583,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_624.jpg,"a painting with red, yellow and blue colors","blue colors, yellow, red, painting"
584,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_625.jpg,a painting of a person in blue and orange,"person, painting, orange, blue"
585,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_626.jpg,a painting of a man in yellow and blue,"yellow, painting, man, blue"
586,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_627.jpg,a painting of a man in green and orange,"painting, orange, man, green"
587,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_628.jpg,"a painting with red, green, blue and yellow colors","yellow colors, red, painting, green, blue"
588,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_629.jpg,a painting of a woman in red and blue,"woman, red, painting, blue"
589,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_63.jpg,a painting of a beach scene with a cloudy sky,"cloudy sky, beach scene, painting"
590,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_630.jpg,a painting of a horse with a red circle around it,"red circle around, painting, horse"
591,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_631.jpg,a painting of two fish in a blue background,"two fish, blue background, painting"
592,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_632.jpg,a painting of a sun with many colors,"many colors, sun, painting"
593,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_633.jpg,a painting of a woman and a horse,"woman, painting, horse"
594,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_634.jpg,a painting of a yellow moon on a black background,"yellow moon, black background, painting"
595,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_635.jpg,a painting of a square with a square in the middle,"square, square, painting, middle"
596,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_636.jpg,a painting of a woman in blue and white,"woman, white, painting, blue"
597,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_637.jpg,a painting of a horse wearing a yellow blanket,"yellow blanket, horse wearing, painting"
598,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_638.jpg,"a painting of a colorful, abstract background","abstract background, painting, colorful"
599,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_639.jpg,a painting of a colorful abstract background,"colorful abstract background, painting"
600,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_64.jpg,a painting of three women with wings and a man on a scoot,"three women, wings, scoot, painting, man"
601,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_640.jpg,a painting of a forest with colorful leaves,"colorful leaves, painting, forest"
602,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_641.jpg,a painting of a mountain with lots of paint,"painting, paint, mountain, lots"
603,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_642.jpg,a painting of a tree with many colors,"many colors, tree, painting"
604,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_643.jpg,a painting of a bird and a fish in the water,"water, painting, bird, fish"
605,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_644.jpg,a painting of a building at night,"painting, night, building"
606,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_645.jpg,a painting of a city at night,"painting, night, city"
607,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_646.jpg,a painting of two faces in the ocean,"two faces, painting, ocean"
608,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_647.jpg,"a painting of birds,snakes and eggs in a tree","tree, painting, birds, snakes, eggs"
609,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_648.jpg,a painting of a woman and a cow by a river,"woman, river, painting, cow"
610,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_649.jpg,a painting of two women in a room,"two women, room, painting"
611,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_65.jpg,a painting of hindu deities,"hindu deities, painting"
612,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_650.jpg,a painting of a woman and two women playing cards,"two women playing cards, woman, painting"
613,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_651.jpg,a painting of a woman sitting in front of a man,"woman sitting, painting, man, front"
614,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_652.jpg,a painting of a woman sitting on a couch,"woman sitting, painting, couch"
615,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_653.jpg,a painting of a woman playing music with two women,"woman playing music, two women, painting"
616,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_654.jpg,a painting of a woman with red hair and a blue dress,"red hair, blue dress, woman, painting"
617,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_655.jpg,a painting on a wall with a woman and a bird,"woman, wall, painting, bird"
618,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_656.jpg,painting of  durga and lion,"durga, lion, painting"
619,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_657.jpg,two women in traditional costumes,"two women, traditional costumes"
620,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_658.jpg,a painting of two people drinking tea,"two people drinking tea, painting"
621,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_659.jpg,a painting of a woman holding a child,"woman holding, painting, child"
622,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_66.jpg,a painting of a woman pouring water from a pot to shiva sculpture,"woman pouring water, pot, painting, shiva sculpture"
623,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_660.jpg,buddha painting in blue,"buddha, bluem painting"
624,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_661.jpg,radha and radha by madan,"radha, radha, madan"
625,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_662.jpg,a painting of a woman and a dog,"woman, painting, dog"
626,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_663.jpg,two paintings of horses on a red background,"two paintings, red background, horses"
627,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_664.jpg,a painting of two horses with a man on one,"two horses, painting, one, man"
628,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_665.jpg,a painting of a pot with a plant in it,"pot, plant, painting"
629,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_666.jpg,a painting of a woman in a pink dress,"pink dress, woman, painting"
630,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_667.jpg,a painting of a flower in a blue vase,"blue vase, painting, flower"
631,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_668.jpg,a painting of a bottle of wine on a table,"wine, table, painting, bottle"
632,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_669.jpg,a painting of a woman with a knife and a knife,"woman, painting, knife, knife"
633,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_67.jpg,a painting of two women in a forest,"two women, painting, forest"
634,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_670.jpg,a painting of a vase and a bottle,"vase, painting, bottle"
635,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_671.jpg,a painting of a cityscape with a blue sky and yellow light,"yellow light, blue sky, painting, cityscape"
636,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_672.jpg,a painting of a yellow and blue abstract painting,"blue abstract painting, painting, yellow"
637,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_673.jpg,"a painting with a large, colorful abstract painting on it","colorful abstract painting, painting, large"
638,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_674.jpg,a painting of a black and blue abstract painting,"blue abstract painting, painting, black"
639,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_675.jpg,a painting of a blue and red abstract painting,"red abstract painting, painting, blue"
640,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_676.jpg,a painting of a cityscape with a blue sky and orange sky,"orange sky, blue sky, painting, cityscape"
641,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_677.jpg,a painting of a green and red abstract painting,"red abstract painting, painting, green"
642,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_678.jpg,a painting of a cityscape,"painting, cityscape"
643,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_679.jpg,a painting of a cityscape,"painting, cityscape"
644,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_68.jpg,a painting of a landscape with a blue sky,"blue sky, painting, landscape"
645,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_680.jpg,a painting of blue and red with black and white,"white, red, painting, blue, black"
646,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_681.jpg,a painting with a lot of colors,"painting, lot, colors"
647,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_682.jpg,a painting of a white flower on a green background,"white flower, green background, painting"
648,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_683.jpg,a painting of a tree in a field,"tree, painting, field"
649,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_684.jpg,"a painting of a ganesh holding shiva sculpture, bells and parrot","ganesh, shiva sculpture, birds, bells"
650,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_685.jpg,radha and radha playing musical instruments,"musical instruments, radha, radha, playing"
651,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_686.jpg,a painting of a man holding a guitar,"man holding, painting, guitar"
652,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_687.jpg,a painting with yellow and blue colors,"blue colors, yellow, painting"
653,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_688.jpg,a painting of a man in blue and white,"white, painting, man, blue"
654,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_689.jpg,a painting of a man sitting on a chair,"man sitting, painting, chair"
655,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_69.jpg,a painting of a landscape with a blue sky,"blue sky, painting, landscape"
656,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_690.jpg,a painting of a woman in yellow and red,"yellow, woman, red, painting"
657,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_691.jpg,a painting with many different colors and shapes,"many different colors, shapes, painting"
658,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_692.jpg,a painting of a man with a red and blue face,"blue face, red, painting, man"
659,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_693.jpg,a painting of a man in an orange shirt,"orange shirt, painting, man"
660,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_694.jpg,a painting of a woman in a green dress,"green dress, woman, painting"
661,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_695.jpg,a painting of a man with a blue jacket,"blue jacket, painting, man"
662,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_696.jpg,a painting of a man on a horse,"painting, man, horse"
663,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_697.jpg,radha and krishna by artist prammam,"artist prammam, radha, krishna"
664,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_698.jpg,krishna painting,krishna painting
665,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_699.jpg,two horses running,two horses running
666,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_7.jpg,a painting of a tree with two deers in the fore,"two deers, tree, painting, fore"
667,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_70.jpg,a painting of a rocky beach with waves,"rocky beach, waves, painting"
668,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_700.jpg,lord shiva painting,lord shiva painting
669,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_701.jpg,a painting of couples sitting in a field,"couples sitting, painting, field"
670,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_702.jpg,a painting of woman eating fruit,"woman, eating, fruit, painting"
671,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_703.jpg,a painting of a krishna and cow,"painting, krishna, cow"
672,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_704.jpg,a painting of a man riding a horse with family,"man riding, painting, horse, family"
673,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_705.jpg,a painting of a woman playing a guitar,"woman playing, painting, guitar"
674,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_706.jpg,a painting of a man riding on a elephant,"man riding, painting, elephant"
675,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_707.jpg,a painting of a family,"painting, family"
676,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_708.jpg,a painting of a woman sitting on the ground with child,"woman sitting, painting, ground, child"
677,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_709.jpg,painting of ganesh,"painting, ganesh"
678,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_71.jpg,a painting of a street scene with a bird,"street scene, painting, bird"
679,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_710.jpg,a painting of people in colorful outfits,"colorful outfits, people, painting"
680,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_711.jpg,a painting of a group of women,"women, painting, group"
681,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_712.jpg,a painting of people with a fan,"people, painting, fan"
682,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_713.jpg,a painting of a group of people holding balloons,"people holding balloons, painting, group"
683,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_714.jpg,a painting of a white flower with water droplets,"white flower, water droplets, painting"
684,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_715.jpg,a painting of a sail and a boat on the water,"water, sail, painting, boat"
685,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_716.jpg,a painting of a cat with green eyes,"green eyes, painting, cat"
686,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_717.jpg,a painting of a woman holding a bouquet,"woman holding, painting, bouquet"
687,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_718.jpg,a painting of water lillies and lily pads,"water lillies, lily pads, painting"
688,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_719.jpg,a painting of hindu deities,"hindu deities, painting"
689,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_72.jpg,a painting of a city with lots of colorful paint,"colorful paint, painting, lots, city"
690,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_720.jpg,a painting of two women with birds on their backs,"two women, painting, birds, backs"
691,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_721.jpg,buddha painting by artist artist,"buddha painting, artist artist"
692,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_722.jpg,buddha painting by artist,"buddha painting, artist"
693,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_723.jpg,a painting of an old man with a beard and a bird,"old man, painting, bird, beard"
694,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_724.jpg,radha painting by artist madini,"radha painting, artist madini"
695,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_725.jpg,a painting of a man playing flute with a woman and two cows,"man playing flute, two cows, woman, painting"
696,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_726.jpg,a painting of a woman with many different colors,"many different colors, woman, painting"
697,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_727.jpg,blue butterflies painting,blue butterflies painting
698,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_728.jpg,a painting of a group of people in a forest,"people, painting, group, forest"
699,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_729.jpg,a painting of lord gan gan gan,"lord gan gan gan, painting"
700,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_73.jpg,a painting of a hindu deity,"hindu deity, painting"
701,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_730.jpg,a painting of a woman and two men in the jungle- ramayana,"two men, woman, painting, jungle, ramayana"
702,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_731.jpg,a painting of a group of women playing music,"women playing music, painting, group"
703,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_732.jpg,a painting of women playing music in the jungle,"women playing music, painting, jungle"
704,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_733.jpg,a painting of a group of people and animals,"people, painting, group, animals"
705,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_734.jpg,two paintings of women in traditional clothing,"two paintings, traditional clothing, women"
706,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_735.jpg,"radha and radha by madini, expressionismismismismismismismismismismism","radha, radha, madini, expressionismismismismismismismismismismism"
707,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_736.jpg,a painting of a woman sitting on a red flower,"woman sitting, red flower, painting"
708,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_737.jpg,a painting of a bull with a green shield,"green shield, painting, bull"
709,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_738.jpg,a painting of a woman with a bird on her shoulder,"woman, shoulder, painting, bird"
710,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_739.jpg,a painting of a woman with a hat,"woman, painting, hat"
711,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_74.jpg,a painting of flowers in a vase,"vase, painting, flowers"
712,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_740.jpg,a painting of two women sitting on a couch,"two women sitting, painting, couch"
713,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_741.jpg,"a painting of raman, sita and hanuman","sita, raman, hanuman"
714,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_742.jpg,"a painting of a hindu deity-vishnu, brahma","hindu deity, painting, vishnu, brahma"
715,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_743.jpg,"hanuman devoting sita, raman","hanuman, devoting, sita, raman"
716,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_744.jpg,a painting of a woman sitting on a rock,"woman sitting, rock, painting"
717,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_745.jpg,a painting of a temple in the mountains,"temple, painting, mountains"
718,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_746.jpg,a painting of a mandolin and a moon,"painting, moon, mandolin"
719,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_747.jpg,two drums on a green plate with a yellow sun in the background,"yellow sun, two drums, green plate, background"
720,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_748.jpg,a painting of a woman in a colorful dress,"colorful dress, woman, painting"
721,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_749.jpg,"radha and radha by artist pramulu, expressionism painting, acryl, acryl","expressionism painting, artist pramulu, radha, radha, acryl, acryl"
722,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_75.jpg,a painting of people on boats in the water,"water, people, painting, boats"
723,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_750.jpg,radha and radha dancing,"radha dancing, radha"
724,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_751.jpg,radha and radha dancing,"radha dancing, radha"
725,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_752.jpg,radha and radha dancing,"radha dancing, radha"
726,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_753.jpg,a painting of three women in blue sari sari sari sari sari sari,"blue sari sari sari sari sari sari, three women, painting"
727,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_754.jpg,a painting of women in colorful sari sari sari sari sari sari sar,"colorful sari sari sari sari sari sari sar, women, painting"
728,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_755.jpg,a painting of people playing instruments in the woods,"people playing instruments, woods, painting"
729,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_756.jpg,a painting of a cow with a colorful background,"colorful background, painting, cow"
730,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_757.jpg,a painting of a woman in blue and green,"woman, painting, green, blue"
731,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_758.jpg,a painting of a puppet master,"puppet master, painting"
732,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_759.jpg,a painting of a hand reaching a group of people,"hand reaching, people, painting, group"
733,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_76.jpg,a couple sitting on a bench in a park,"couple sitting, park, bench"
734,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_760.jpg,a painting of a woman with a large ball,"large ball, woman, painting"
735,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_761.jpg,a painting of three women sitting on a bench,"three women sitting, painting, bench"
736,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_762.jpg,a painting of two girls in a city,"two, painting, girls, city"
737,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_763.jpg,a painting of people with tea pot,"people, painting, tea pot"
738,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_764.jpg,a painting of a school auto with children,"school auto, painting, children"
739,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_765.jpg,a painting of a woman with a red bow,"red bow, woman, painting"
740,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_766.jpg,a painting of two women in a park,"two women, park, painting"
741,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_767.jpg,a painting of white flowers and birds on a green background,"white flowers, green background, painting, birds"
742,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_768.jpg,a painting of white flowers on a black background,"white flowers, black background, painting"
743,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_769.jpg,a painting of a sail in the ocean,"sail, painting, ocean"
744,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_77.jpg,a man in a room with three bunks,"three bunks, room, man"
745,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_770.jpg,a painting of a castle in the clouds,"painting, clouds, castle"
746,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_771.jpg,a painting of a woman in a red dress with a red cape,"red dress, red cape, woman, painting"
747,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_772.jpg,a painting of a woman holding a bowl of food,"woman holding, painting, food, bowl"
748,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_773.jpg,a painting of chers in a jar,"painting, jar, chers"
749,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_774.jpg,a painting of a brown circle on a brown background,"brown circle, brown background, painting"
750,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_775.jpg,an owl perched on a branch with a butterfly,"owl perched, butterfly, branch"
751,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_776.jpg,a painting of a blue and black abstract painting,"black abstract painting, painting, blue"
752,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_777.jpg,a river with a boat in it,"river, boat"
753,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_778.jpg,a person sitting on a rock looking out at the ocean,"rock looking, person sitting, ocean"
754,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_779.jpg,a train is passing over a bridge with graffiti,"train, passing, graffiti, bridge"
755,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_78.jpg,a bed with a blanket on it in a room,"room, blanket, bed"
756,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_780.jpg,a painting of a hand holding a green and gold colored object,"gold colored object, hand holding, painting, green"
757,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_781.jpg,a train on a track,"train, track"
758,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_782.jpg,a painting of a man in a yellow shirt,"yellow shirt, painting, man"
759,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_783.jpg,a painting of two women in a garden,"two women, painting, garden"
760,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_784.jpg,a painting of a woman surrounded by shells,"woman surrounded, shells, painting"
761,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_785.jpg,a painting of two women with one woman holding a cell,"one woman holding, two women, painting, cell"
762,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_786.jpg,a painting of a woman with long hair,"long hair, woman, painting"
763,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_787.jpg,a painting of a woman with a bird on her shoulder,"woman, shoulder, painting, bird"
764,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_79.jpg,two men are working on a table,"two men, working, table"
765,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_790.jpg,a painting of a red and black abstract design,"black abstract design, red, painting"
766,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_791.jpg,a painting of two squares on a brown background,"two squares, brown background, painting"
767,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_792.jpg,a square with a blue background and a black square,"blue background, black square, square"
768,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_793.jpg,a painting of a boat in the water,"water, painting, boat"
769,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_794.jpg,a painting of a city with a red sky,"red sky, painting, city"
770,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_795.jpg,a painting of a woman with many birds and animals,"many birds, woman, painting, animals"
771,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_796.jpg,a painting of a blue and black building,"black building, painting, blue"
772,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_797.jpg,a painting of a woman with flowers and birds,"woman, painting, flowers, birds"
773,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_798.jpg,a painting of a forest with trees and water,"water, trees, painting, forest"
774,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_799.jpg,a painting of a woman with flowers and butterflies,"woman, painting, flowers, butterflies"
775,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_8.jpg,a painting of lord krishna,"lord krishna, painting"
776,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_80.jpg,a painting of a woman playing a musical instrument,"woman playing, musical instrument, painting"
777,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_800.jpg,a painting of a krishna with a flute,"krishna, painting, flute"
778,/content/drive/MyDrive/zigguratss-artwork-dataset/artwork-dataset/image_801.jpg,a painting of a woman playing a sitar,"woman playing, sitar, painting"
